,period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
3093,2021-04-30,0.85244167,39.41237908,22.95748378,3134640928.0,2.19828204,-0.12389277,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,13.47,MI,Detroit,Mall
3094,2021-05-31,0.85244167,39.41237908,22.95748378,3134640928.0,2.19828204,-0.12389277,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.4,MI,Detroit,Mall
3095,2021-06-30,0.85244167,39.41237908,22.95748378,3134640928.0,2.19828204,-0.12389277,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,13.45,MI,Detroit,Mall
3096,2021-07-31,0.85229825,39.41237908,22.95748378,3134640928.0,2.19828204,0.12355844,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.49,MI,Detroit,Mall
3097,2021-08-31,0.85229825,39.41237908,22.95748378,3134640928.0,2.19828204,0.13630671,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.96,MI,Detroit,Mall
3098,2021-09-30,0.85229825,39.41237908,22.95748378,3134640928.0,2.19828204,0.13630671,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,15.91,MI,Detroit,Mall
3099,2021-10-31,0.85210259,39.41237908,22.95748378,3134640928.0,2.19828204,0.28667202,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,16.17,MI,Detroit,Mall
3100,2021-11-30,0.85210259,39.41237908,22.95748378,3134640928.0,2.19828204,0.28667202,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,17.21,MI,Detroit,Mall
3101,2021-12-31,0.85210259,39.41237908,22.95748378,3134640928.0,2.19828204,0.28667202,45.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,16.4,MI,Detroit,Mall
3102,2022-01-31,0.85196124,39.40544909,22.95748378,3134640928.0,2.19828204,0.31789732,46.0,27.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.67,MI,Detroit,Mall
3103,2022-02-28,0.83859472,39.46381429,25.12280808,3356462400.0,2.55488291,0.32143367,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.71,MI,Detroit,Mall
3104,2022-03-31,0.83859472,39.46381429,25.12280808,3356462400.0,2.55488291,0.32143367,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.77,MI,Detroit,Mall
3105,2022-04-30,0.85009034,39.46381429,25.12280808,3356462400.0,2.55488291,0.39097195,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,22.85,MI,Detroit,Mall
3106,2022-05-31,0.85009034,39.46381429,25.12280808,3356462400.0,2.55488291,0.39097195,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,20.76,MI,Detroit,Mall
3107,2022-06-30,0.85009034,39.46381429,25.12280808,3356462400.0,2.55488291,0.39097195,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.72,MI,Detroit,Mall
3108,2022-07-31,0.85017381,39.46381429,25.12280808,3356462400.0,2.55488291,0.20479507,43.0,48.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.24,MI,Detroit,Mall
3109,2022-08-31,0.85017381,39.46381429,25.12280808,3356462400.0,2.55488291,0.119817,41.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,14.64,MI,Detroit,Mall
3110,2022-09-30,0.84913031,39.46381429,25.12280808,3356462400.0,2.55488291,-0.01028486,41.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.02,MI,Detroit,Mall
3111,2022-10-31,0.84913031,39.46381429,25.12280808,3356462400.0,2.55488291,-0.01028486,41.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.65,MI,Detroit,Mall
3112,2022-11-30,0.84913031,39.46381429,25.12280808,3356462400.0,2.55488291,-0.09515986,41.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,17.87,MI,Detroit,Mall
3113,2022-12-31,0.84913031,39.46381429,25.12280808,3356462400.0,2.55488291,-0.09515986,41.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,17.48,MI,Detroit,Mall
3114,2023-01-31,0.86142846,39.52912273,25.12280808,3356462400.0,2.55488291,-0.09325195,41.0,31.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,15.74,MI,Detroit,Mall
3115,2023-02-28,0.92010868,39.52912273,25.03232449,2130773760.0,2.5380717,-0.08821959,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,18.63,MI,Detroit,Mall
3116,2023-03-31,0.92010868,39.52912273,25.03232449,2130773760.0,2.5380717,-0.08821959,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,16.65,MI,Detroit,Mall
3117,2023-04-30,0.9212598,39.52912273,25.03232449,2130773760.0,2.5380717,-0.14579783,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,16.26,MI,Detroit,Mall
3118,2023-05-31,0.9212598,39.52912273,25.03232449,2130773760.0,2.5380717,-0.14579783,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,14.19,MI,Detroit,Mall
3119,2023-06-30,0.9212598,39.52912273,25.03232449,2130773760.0,2.5380717,-0.14579783,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,13.61,MI,Detroit,Mall
3120,2023-07-31,0.9212598,39.44609192,25.03232449,2130773760.0,2.5380717,-0.05328017,48.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,14.01,MI,Detroit,Mall
3121,2023-08-31,0.92125974,39.44609192,25.03232449,2130773760.0,2.5380717,-0.05518882,47.0,31.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,13.68,MI,Detroit,Mall
3122,2019-01-31,0.93896096,39.2269276,22.24325477,2722036860.0,1.954647,0.0805004,50.0,24.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,4.67,MI,Detroit,Industrial
3123,2019-02-28,0.9392693,39.2269276,22.24325477,2722036860.0,1.954647,0.0805004,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.22,MI,Detroit,Industrial
3124,2019-03-31,0.9392693,39.2269276,22.22802188,2722036860.0,1.95531219,0.0805004,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,4.37,MI,Detroit,Industrial
3125,2019-04-30,0.93678978,39.2269276,22.22802188,2722036860.0,1.95531219,0.07753331,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.76,MI,Detroit,Industrial
3126,2019-05-31,0.93678978,39.2269276,22.22802188,2722036860.0,1.95531219,0.07753331,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.7,MI,Detroit,Industrial
3127,2019-06-30,0.93717197,39.2269276,22.22802188,2722036860.0,1.95531219,0.05749203,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,4.96,MI,Detroit,Industrial
3128,2019-07-31,0.93717197,39.2269276,22.22802188,2722036860.0,1.95531219,0.05749203,50.0,20.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.0,MI,Detroit,Industrial
3129,2019-08-31,0.93801051,39.3768369,22.39695387,2981316100.0,2.13672125,0.09534579,50.0,21.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,4.6,MI,Detroit,Industrial
3130,2019-09-30,0.93801051,39.3768369,22.39695387,2981316100.0,2.13672125,0.09534579,50.0,21.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.35,MI,Detroit,Industrial
3131,2019-10-31,0.93801058,39.3768369,22.39695387,2981316100.0,2.13672125,0.09803962,50.0,21.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.84,MI,Detroit,Industrial
3132,2019-11-30,0.93801058,39.3768369,22.39695387,2981316100.0,2.13672125,0.09803962,50.0,21.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,4.88,MI,Detroit,Industrial
3133,2019-12-31,0.93801058,39.3768369,22.39695387,2981316100.0,2.13672125,0.09803962,50.0,21.0,114.71,1.29,2.51,63473.99,17.06,82.82,0.11,60.68,51475.37,135445.36,35.51,4.11,-0.14,-0.2,63.69,0.08,-0.26,-2.32,5.02,MI,Detroit,Industrial
3134,2020-01-31,0.93801058,39.3768369,22.39695387,2981316100.0,2.13672125,0.13414761,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,5.23,MI,Detroit,Industrial
3135,2020-02-29,0.93652371,39.3768369,22.39695387,2981316100.0,2.13672125,0.1228008,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,5.49,MI,Detroit,Industrial
3136,2020-03-31,0.93652371,39.3768369,22.39695387,2981316100.0,2.13672125,0.1228008,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,5.88,MI,Detroit,Industrial
3137,2020-04-30,0.93503679,39.3768369,22.39695387,2981316100.0,2.13672125,0.10493704,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,9.14,MI,Detroit,Industrial
3138,2020-05-31,0.93503679,39.3768369,22.39695387,2981316100.0,2.13672125,-0.01511793,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,10.96,MI,Detroit,Industrial
3139,2020-06-30,0.93503679,39.3768369,22.39695387,2981316100.0,2.13672125,-0.01511793,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,9.63,MI,Detroit,Industrial
3140,2020-07-31,0.93500969,39.3768369,22.39695387,2981316100.0,2.13672125,-0.01511793,50.0,21.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,9.59,MI,Detroit,Industrial
3141,2020-08-31,0.93500261,39.2314168,22.39695387,2981316100.0,2.13672125,0.00533264,46.0,26.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,11.46,MI,Detroit,Industrial
3142,2020-09-30,0.93500261,39.2314168,22.39695387,2981316100.0,2.13672125,0.04821508,46.0,26.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,11.49,MI,Detroit,Industrial
3143,2020-10-31,0.93500261,39.2314168,22.39695387,2981316100.0,2.13672125,0.04821508,46.0,26.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,13.51,MI,Detroit,Industrial
3144,2020-11-30,0.93500261,39.2314168,22.39695387,2981316100.0,2.13672125,0.04821508,46.0,26.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,12.7,MI,Detroit,Industrial
3145,2020-12-31,0.93500261,39.2314168,22.39695387,2981316100.0,2.13672125,0.04821508,46.0,26.0,115.88,1.01,2.46,65330.84,16.99,82.88,0.11,58.82,49029.03,144395.57,35.74,4.21,-0.39,-0.44,63.99,-0.19,-4.93,173.8,12.82,MI,Detroit,Industrial
3146,2021-01-31,0.936,39.2314168,22.39695387,2981316100.0,2.13672125,0.15010648,46.0,26.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,13.26,MI,Detroit,Industrial
3147,2021-02-28,0.9336451,39.2314168,24.52983653,2981316100.0,2.50471122,0.13343679,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.91,MI,Detroit,Industrial
3148,2021-03-31,0.9336451,39.2314168,24.52983653,2981316100.0,2.50471122,0.13343679,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.26,MI,Detroit,Industrial
3149,2021-04-30,0.92799357,39.2314168,24.52983653,2981316100.0,2.50471122,0.09543153,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,13.47,MI,Detroit,Industrial
3150,2021-05-31,0.92799357,39.2314168,24.52983653,2981316100.0,2.50471122,0.09543153,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.4,MI,Detroit,Industrial
3151,2021-06-30,0.92799357,39.2314168,24.52983653,2981316100.0,2.50471122,0.09543153,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,13.45,MI,Detroit,Industrial
3152,2021-07-31,0.927,39.2314168,24.52983653,2981316100.0,2.50471122,0.32751836,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.49,MI,Detroit,Industrial
3153,2021-08-31,0.927,39.2314168,24.52983653,2981316100.0,2.50471122,0.27862411,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,14.96,MI,Detroit,Industrial
3154,2021-09-30,0.927,39.2314168,24.52983653,2981316100.0,2.50471122,0.27862411,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,15.91,MI,Detroit,Industrial
3155,2021-10-31,0.928,39.2314168,24.52983653,2981316100.0,2.50471122,0.40394281,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,16.17,MI,Detroit,Industrial
3156,2021-11-30,0.928,39.2314168,24.52983653,2981316100.0,2.50471122,0.40394281,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,17.21,MI,Detroit,Industrial
3157,2021-12-31,0.928,39.2314168,24.52983653,2981316100.0,2.50471122,0.40394281,44.0,27.0,121.13,4.53,2.43,67153.0,16.93,82.94,0.11,58.98,51512.03,142899.72,35.83,4.27,-0.65,-0.69,64.25,-0.46,4.57,-46.95,16.4,MI,Detroit,Industrial
3158,2022-01-31,0.929,39.22401216,24.52983653,2981316100.0,2.50471122,0.40049439,45.0,27.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.67,MI,Detroit,Industrial
3159,2022-02-28,0.92853756,39.26174497,24.50271134,3175032000.0,2.49421968,0.41195346,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.71,MI,Detroit,Industrial
3160,2022-03-31,0.92853756,39.26174497,24.50271134,3175032000.0,2.49421968,0.41195346,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.77,MI,Detroit,Industrial
3161,2022-04-30,0.937,39.26174497,24.50271134,3175032000.0,2.49421968,0.29791018,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,22.85,MI,Detroit,Industrial
3162,2022-05-31,0.937,39.26174497,24.50271134,3175032000.0,2.49421968,0.29791018,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,20.76,MI,Detroit,Industrial
3163,2022-06-30,0.937,39.26174497,24.50271134,3175032000.0,2.49421968,0.29791018,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.72,MI,Detroit,Industrial
3164,2022-07-31,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,0.14589125,43.0,49.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,18.24,MI,Detroit,Industrial
3165,2022-08-31,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,0.08826972,48.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,14.64,MI,Detroit,Industrial
3166,2022-09-30,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,-0.09087726,48.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.02,MI,Detroit,Industrial
3167,2022-10-31,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,-0.09087726,48.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,19.65,MI,Detroit,Industrial
3168,2022-11-30,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,-0.22862427,48.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,17.87,MI,Detroit,Industrial
3169,2022-12-31,0.939,39.26174497,24.50271134,3175032000.0,2.49421968,-0.22862427,48.0,31.0,130.65,7.86,2.42,68728.15,16.88,82.99,0.11,59.15,51880.46,140339.36,35.9,4.31,-0.19,-0.23,64.49,-0.02,0.68,-37.7,17.48,MI,Detroit,Industrial
3170,2023-01-31,0.938,39.37230887,24.50271134,3175032000.0,2.49421968,-0.19355995,48.0,31.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,15.74,MI,Detroit,Industrial
3171,2023-02-28,0.97218222,39.37230887,24.41374073,2015596800.0,2.47679919,-0.19876643,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,18.63,MI,Detroit,Industrial
3172,2023-03-31,0.97218222,39.37230887,24.41374073,2015596800.0,2.47679919,-0.19876643,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,16.65,MI,Detroit,Industrial
3173,2023-04-30,0.961,39.37230887,24.41374073,2015596800.0,2.47679919,-0.21870925,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,16.26,MI,Detroit,Industrial
3174,2023-05-31,0.961,39.37230887,24.41374073,2015596800.0,2.47679919,-0.21870925,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,14.19,MI,Detroit,Industrial
3175,2023-06-30,0.961,39.30852104,24.41374073,2015596800.0,2.47679919,-0.12926552,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,13.61,MI,Detroit,Industrial
3176,2023-07-31,0.961,39.30852104,24.41374073,2015596800.0,2.47679919,-0.10233559,49.0,29.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,14.01,MI,Detroit,Industrial
3177,2023-08-31,0.961,39.30852104,24.41374073,2015596800.0,2.47679919,-0.03890322,49.0,31.0,135.89,4.0,2.4,70282.73,16.83,83.04,0.11,59.33,52476.5,142668.3,35.94,4.33,-0.17,-0.21,64.7,-0.02,1.12,16.24,13.68,MI,Detroit,Industrial
3178,2019-01-31,0.85109592,41.18455377,14.80766223,352814452.0,1.54670347,0.01313544,51.0,18.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.16,OH,Cleveland,Office
3179,2019-02-28,0.85,41.18455377,14.80766223,352814452.0,1.54670347,0.01313544,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.49,OH,Cleveland,Office
3180,2019-03-31,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01313544,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.41,OH,Cleveland,Office
3181,2019-04-30,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01348143,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.66,OH,Cleveland,Office
3182,2019-05-31,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01348143,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.06,OH,Cleveland,Office
3183,2019-06-30,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01448804,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.77,OH,Cleveland,Office
